transaction_id,amount,timestamp,location
TRANS-1060,50.7379677663994,2025-02-11 21:08:46.505678,Seattle
TRANS-1061,172.10029981938973,2025-02-14 04:22:46.505678,New York
TRANS-1062,32.92175044051714,2025-02-06 23:06:46.505678,Seattle
TRANS-1063,182.54133024307683,2025-02-09 22:38:46.505678,San Francisco
TRANS-1064,51.77721432508025,2025-02-25 19:54:46.505678,San Francisco
TRANS-1065,190.28869528656767,2025-02-04 01:21:46.505678,Seattle
TRANS-1066,327.42696001791694,2025-02-25 21:47:46.505678,New York
TRANS-1067,137.66389208952359,2025-02-16 12:03:46.505678,New York
TRANS-1068,447.0147276305917,2025-02-02 13:57:46.505678,Austin
TRANS-1069,421.8767245300217,2025-02-17 12:42:46.505678,San Francisco
TRANS-1070,104.91876924825416,2025-02-15 18:27:46.505678,New York
TRANS-1071,254.36232030192292,2025-02-25 20:47:46.505678,New York
TRANS-1072,367.0170488128673,2025-02-24 21:44:46.505678,San Francisco
TRANS-1073,322.5438067148395,2025-02-14 12:20:46.505678,Chicago
TRANS-1074,90.70970401010081,2025-02-10 21:43:46.505678,New York
TRANS-1075,472.41109729225354,2025-02-01 15:27:46.505678,Chicago
TRANS-1076,179.15471643824847,2025-02-10 10:00:46.505678,New York
TRANS-1077,356.7886353832282,2025-02-10 04:51:46.505678,San Francisco
TRANS-1078,281.5348781594481,2025-02-15 20:43:46.505678,Chicago
TRANS-1079,201.9523004178746,2025-02-24 18:27:46.505678,Austin
TRANS-1080,301.8433878288133,2025-02-14 10:50:46.505678,Austin
TRANS-1081,75.06090611193129,2025-01-31 06:24:46.505678,San Francisco
TRANS-1082,363.3958271150493,2025-02-10 03:13:46.505678,Chicago
TRANS-1083,302.67005794094456,2025-02-20 09:27:46.505678,Austin
TRANS-1084,344.3832483317501,2025-02-24 20:22:46.505678,New York
TRANS-1085,179.36410112286805,2025-02-21 23:09:46.505678,Austin
TRANS-1086,186.34348771949288,2025-02-03 19:07:46.505678,San Francisco
TRANS-1087,341.61505263114014,2025-02-22 17:00:46.505678,San Francisco
TRANS-1088,77.00323575074837,2025-02-18 10:47:46.505678,Seattle
TRANS-1089,189.89602803624086,2025-02-17 15:16:46.505678,New York
TRANS-1090,397.96806171797965,2025-02-20 23:54:46.505678,New York
TRANS-1091,373.03120687677847,2025-02-24 21:15:46.505678,Seattle
TRANS-1092,287.89210949524016,2025-02-03 14:40:46.505678,New York
TRANS-1093,189.28466923664732,2025-02-23 17:44:46.505678,San Francisco
TRANS-1094,123.42194934367892,2025-02-09 21:16:46.505678,Seattle
TRANS-1095,250.54739885618895,2025-02-09 12:44:46.505678,New York
TRANS-1096,178.72211723753958,2025-02-15 03:56:46.505678,Austin
TRANS-1097,385.40711600939636,2025-02-19 04:56:46.505678,Austin
TRANS-1098,453.3144523952413,2025-01-29 19:13:46.505678,New York
TRANS-1099,69.47385282592609,2025-02-02 06:42:46.505678,New York
TRANS-1100,492.7062507121707,2025-01-28 17:59:46.505678,San Francisco
TRANS-1101,137.06388896554773,2025-02-23 10:14:46.505678,San Francisco
TRANS-1102,28.611085051216065,2025-02-12 12:37:46.505678,New York
TRANS-1103,231.7798011834454,2025-02-04 23:00:46.505678,Chicago
TRANS-1104,390.24859695626606,2025-02-19 00:22:46.505678,Seattle
TRANS-1105,241.82926269733784,2025-02-19 12:13:46.505678,Austin
TRANS-1106,396.56139634059423,2025-02-20 02:36:46.505678,Chicago
TRANS-1107,15.118038568937305,2025-01-29 23:49:46.505678,Chicago
TRANS-1108,144.9808309892213,2025-02-14 03:29:46.505678,Austin
TRANS-1109,16.17585050737608,2025-02-26 06:30:46.505678,New York
TRANS-1110,349.0847938634221,2025-02-19 18:51:46.505678,Seattle
TRANS-1111,366.430252330641,2025-02-18 06:40:46.505678,Austin
TRANS-1112,268.5852207960497,2025-01-29 04:42:46.505678,New York
TRANS-1113,475.6075741172829,2025-02-21 09:59:46.505678,Seattle
TRANS-1114,284.29955740725484,2025-02-19 20:35:46.505678,Seattle
TRANS-1115,484.5820083929187,2025-02-01 21:08:46.505678,Chicago
TRANS-1116,85.85998016515823,2025-02-23 03:08:46.505678,Chicago
TRANS-1117,174.13670668701909,2025-02-13 20:31:46.505678,Seattle
TRANS-1118,422.39346579606814,2025-02-09 07:40:46.505678,San Francisco
TRANS-1119,81.60971149292709,2025-01-28 23:29:46.505678,Chicago
TRANS-1120,327.94096808909075,2025-02-04 04:23:46.505678,New York
TRANS-1121,378.8517314298269,2025-02-26 21:05:46.505678,New York
TRANS-1122,490.8175412068647,2025-01-31 04:37:46.505678,Seattle
TRANS-1123,296.45798821726595,2025-02-20 05:01:46.505678,Seattle
TRANS-1124,357.18819674966613,2025-02-03 01:41:46.505678,Chicago
TRANS-1125,48.927057236121314,2025-02-02 13:22:46.505678,Seattle
TRANS-1126,436.89251906988574,2025-02-14 00:24:46.505678,New York
TRANS-1127,74.7014425919376,2025-02-14 13:57:46.505678,New York
TRANS-1128,357.5421898234022,2025-02-18 09:21:46.505678,Austin
TRANS-1129,275.4247956468313,2025-02-06 22:43:46.505678,San Francisco
TRANS-1130,450.05317803135137,2025-02-19 23:57:46.505678,New York
TRANS-1131,380.3973475393525,2025-02-04 20:46:46.505678,Chicago
TRANS-1132,388.8774523256401,2025-02-04 00:47:46.505678,Chicago
TRANS-1133,376.15448536197346,2025-02-15 08:26:46.505678,New York
TRANS-1134,168.73687629054518,2025-02-05 12:42:46.505678,Chicago
TRANS-1135,485.5673535272676,2025-02-11 03:33:46.505678,Austin
TRANS-1136,468.7825369184185,2025-02-17 13:43:46.505678,Seattle
TRANS-1137,174.56787795691113,2025-02-06 13:34:46.505678,Chicago
TRANS-1138,84.31964596152751,2025-02-18 10:32:46.505678,Seattle
TRANS-1139,149.8909905262429,2025-02-12 11:56:46.505678,Chicago
TRANS-1140,255.30514043067782,2025-02-10 22:44:46.505678,New York
TRANS-1141,374.02343103635593,2025-02-16 05:35:46.505678,Chicago
TRANS-1142,183.9363427503815,2025-02-05 10:35:46.505678,Austin
TRANS-1143,279.7677932168748,2025-02-19 07:20:46.505678,Chicago
TRANS-1144,12.64714734835998,2025-02-04 06:06:46.505678,New York
TRANS-1145,290.12756968950754,2025-02-19 20:25:46.505678,Seattle
TRANS-1146,33.14113143486086,2025-02-12 19:38:46.505678,New York
TRANS-1147,498.5326598573447,2025-01-31 19:53:46.505678,San Francisco
TRANS-1148,233.23050884787858,2025-02-23 14:36:46.505678,San Francisco
TRANS-1149,297.54920103178824,2025-02-21 13:54:46.505678,San Francisco
TRANS-1150,226.95541510806356,2025-02-06 19:04:46.505678,Seattle
TRANS-1151,402.18188854433424,2025-02-01 02:12:46.505678,New York
TRANS-1152,384.7239845647847,2025-02-03 08:47:46.505678,San Francisco
TRANS-1153,481.2107057935448,2025-02-20 12:18:46.505678,Seattle
TRANS-1154,490.6680961134382,2025-02-09 10:56:46.505678,San Francisco
TRANS-1155,58.08098174277638,2025-02-10 23:00:46.505678,San Francisco
TRANS-1156,82.84621957562717,2025-02-11 02:33:46.505678,New York
TRANS-1157,41.46881603349331,2025-02-13 07:36:46.505678,Austin
TRANS-1158,354.8184931243813,2025-02-20 11:56:46.505678,New York
TRANS-1159,426.1734137341307,2025-02-15 15:51:46.505678,San Francisco
TRANS-1160,283.16279094070387,2025-02-26 16:10:46.505678,Chicago
TRANS-1161,26.206325467540086,2025-01-31 12:01:46.505678,San Francisco
TRANS-1162,375.9723465239896,2025-02-17 00:27:46.505678,Seattle
TRANS-1163,83.46692169294397,2025-02-02 12:36:46.505678,Chicago
TRANS-1164,454.90709142611394,2025-02-25 08:44:46.505678,Seattle
TRANS-1165,424.4863429369727,2025-02-11 03:49:46.505678,San Francisco
TRANS-1166,34.34533288454836,2025-02-06 14:44:46.505678,Seattle
TRANS-1167,17.465123488837545,2025-02-10 01:35:46.505678,Austin
TRANS-1168,481.91363527671206,2025-02-04 09:20:46.505678,San Francisco
TRANS-1169,136.79348813628442,2025-02-22 08:05:46.505678,Chicago
TRANS-1170,335.6513878261384,2025-02-17 09:32:46.505678,New York
TRANS-1171,361.0867847922076,2025-02-01 22:21:46.505678,San Francisco
TRANS-1172,286.349626488408,2025-02-06 02:04:46.505678,Austin
TRANS-1173,113.79595367858039,2025-02-12 20:59:46.505678,San Francisco
TRANS-1174,334.4891119030472,2025-02-06 13:31:46.505678,Seattle
TRANS-1175,297.6760073642473,2025-02-20 11:30:46.505678,San Francisco
TRANS-1176,332.1131551536617,2025-02-04 00:30:46.505678,Seattle
TRANS-1177,466.01947026357016,2025-02-03 23:28:46.505678,Chicago
TRANS-1178,469.4185080428821,2025-02-16 19:48:46.505678,Austin
TRANS-1179,145.86479375710599,2025-02-12 04:36:46.505678,Chicago
TRANS-1180,337.55265113142707,2025-02-15 05:20:46.505678,New York
TRANS-1181,450.9680537404471,2025-02-16 04:43:46.505678,Seattle
TRANS-1182,380.9056496039691,2025-02-19 19:53:46.505678,Chicago
TRANS-1183,275.69295169735705,2025-02-04 16:07:46.505678,San Francisco
TRANS-1184,380.12120903685616,2025-02-03 22:18:46.505678,Austin
TRANS-1185,240.53121155922562,2025-02-20 20:57:46.505678,New York
TRANS-1186,397.267244383038,2025-02-18 11:24:46.505678,New York
TRANS-1187,93.78356291014919,2025-02-24 19:57:46.505678,Seattle
TRANS-1188,483.53988310928656,2025-02-06 15:56:46.505678,New York
TRANS-1189,153.78857488554843,2025-02-12 08:53:46.505678,New York
TRANS-1190,312.0400771007166,2025-02-26 10:32:46.505678,Seattle
TRANS-1191,376.0597178598379,2025-02-02 16:36:46.505678,Chicago
TRANS-1192,416.8789286521016,2025-01-28 09:09:46.505678,Seattle
TRANS-1193,329.06085995545135,2025-02-11 14:19:46.505678,Austin
TRANS-1194,243.07530413258257,2025-02-20 10:10:46.505678,Chicago
TRANS-1195,144.20657873501113,2025-01-29 09:40:46.505678,Seattle
TRANS-1196,89.97304810946365,2025-02-15 22:30:46.505678,Chicago
TRANS-1197,57.295079461004406,2025-02-26 13:02:46.505678,San Francisco
TRANS-1198,86.99022745597394,2025-02-12 22:24:46.505678,New York
TRANS-1199,15.630083519970274,2025-02-11 10:51:46.505678,Seattle
TRANS-1200,124.36118799862751,2025-02-23 18:59:46.505678,San Francisco
TRANS-1201,352.075546387439,2025-01-31 00:13:46.505678,Seattle
TRANS-1202,307.70774205612173,2025-02-16 19:33:46.505678,New York
TRANS-1203,174.98289271814843,2025-01-28 19:21:46.505678,Seattle
TRANS-1204,496.9664013216078,2025-02-20 02:36:46.505678,Austin
TRANS-1205,360.08575698485015,2025-02-16 09:58:46.505678,Austin
TRANS-1206,299.3006124862346,2025-02-09 15:52:46.505678,San Francisco
TRANS-1207,469.7070410629502,2025-02-08 15:26:46.505678,Seattle
TRANS-1208,117.03187729761298,2025-02-07 23:28:46.505678,Chicago
TRANS-1209,179.64773923317912,2025-02-24 05:37:46.505678,San Francisco
TRANS-1210,347.36232512086247,2025-01-31 11:42:46.505678,New York
TRANS-1211,452.50846113525944,2025-02-14 11:04:46.505678,San Francisco
TRANS-1212,283.6083564249951,2025-02-07 19:34:46.505678,Chicago
TRANS-1213,173.37064259302082,2025-02-18 09:52:46.505678,Seattle
TRANS-1214,303.03080519484064,2025-02-05 11:19:46.505678,San Francisco
TRANS-1215,58.65595948769181,2025-02-07 19:04:46.505678,New York
TRANS-1216,217.43225465926218,2025-02-07 02:29:46.505678,Seattle
TRANS-1217,150.6935186225965,2025-02-02 04:43:46.505678,Seattle
TRANS-1218,178.75556748043704,2025-02-22 13:48:46.505678,Chicago
TRANS-1219,100.4611813220284,2025-02-04 00:17:46.505678,Austin
TRANS-1220,361.75040467811823,2025-02-22 13:02:46.505678,San Francisco
TRANS-1221,105.82293942251701,2025-02-06 02:43:46.505678,New York
TRANS-1222,128.8925347867148,2025-02-25 04:30:46.505678,Seattle
TRANS-1223,176.0582839053116,2025-02-11 03:37:46.505678,San Francisco
TRANS-1224,288.4691576430698,2025-01-28 16:11:46.505678,San Francisco
TRANS-1225,227.97385731439468,2025-02-05 01:31:46.505678,Austin
TRANS-1226,482.16241529205985,2025-02-01 22:09:46.505678,San Francisco
TRANS-1227,109.5574583176392,2025-01-29 07:33:46.505678,San Francisco
TRANS-1228,260.7603141389269,2025-02-19 22:57:46.505678,Chicago
TRANS-1229,351.45518944838324,2025-02-18 05:29:46.505678,Chicago
TRANS-1230,309.11227497472476,2025-02-04 12:57:46.505678,San Francisco
TRANS-1231,442.2907885617633,2025-02-26 09:11:46.505678,Chicago
TRANS-1232,281.2441383002579,2025-02-06 06:39:46.505678,San Francisco
TRANS-1233,153.43655331124512,2025-02-04 15:46:46.505678,San Francisco
TRANS-1234,152.6239834188803,2025-01-31 08:49:46.505678,Austin
TRANS-1235,257.9243428582432,2025-02-15 05:39:46.505678,San Francisco
TRANS-1236,450.5066374775394,2025-02-05 20:26:46.505678,Seattle
TRANS-1237,133.686438057633,2025-02-02 17:54:46.505678,San Francisco
TRANS-1238,240.13541459214778,2025-02-13 23:45:46.505678,Austin
TRANS-1239,284.63674412107304,2025-02-03 19:06:46.505678,San Francisco
TRANS-1240,458.45921522852035,2025-02-16 09:32:46.505678,Chicago
TRANS-1241,499.9089754638289,2025-02-01 10:58:46.505678,Seattle
TRANS-1242,173.00798561771117,2025-02-03 12:41:46.505678,San Francisco
TRANS-1243,335.89286888206857,2025-02-15 17:44:46.505678,Austin
TRANS-1244,248.84596167244015,2025-02-15 18:14:46.505678,San Francisco
TRANS-1245,414.27717475575065,2025-02-26 10:28:46.505678,Austin
TRANS-1246,230.51347307129612,2025-02-16 13:48:46.505678,Chicago
TRANS-1247,85.79455359064191,2025-02-17 19:57:46.505678,Seattle
TRANS-1248,51.05462486996466,2025-02-03 05:24:46.505678,San Francisco
TRANS-1249,479.4448381972024,2025-02-11 17:57:46.505678,Austin
TRANS-1250,293.27033454595374,2025-02-08 16:39:46.505678,New York
TRANS-1251,351.2067842377773,2025-02-24 01:41:46.505678,Austin
TRANS-1252,136.3908284509291,2025-02-05 11:10:46.505678,Austin
TRANS-1253,92.1693911459098,2025-02-20 17:35:46.505678,Austin
TRANS-1254,352.16126575796244,2025-02-14 02:31:46.505678,Chicago
TRANS-1255,88.47962131708272,2025-02-20 07:07:46.505678,New York
TRANS-1256,447.1229228422544,2025-02-23 00:00:46.505678,New York
TRANS-1257,480.3097495507899,2025-02-06 16:06:46.505678,Austin
TRANS-1258,45.768081185975255,2025-02-07 01:40:46.505678,Chicago
TRANS-1259,98.47072032159525,2025-02-26 00:35:46.505678,Austin
TRANS-1260,134.39176920391174,2025-01-28 18:07:46.505678,San Francisco
TRANS-1261,354.81001775457645,2025-02-04 08:59:46.505678,San Francisco
TRANS-1262,158.2450720350406,2025-02-10 23:09:46.505678,New York
TRANS-1263,400.4329470164141,2025-02-17 15:16:46.505678,Austin
TRANS-1264,292.5393439445277,2025-02-14 04:46:46.505678,New York
TRANS-1265,411.2308667846933,2025-01-29 12:29:46.505678,Seattle
TRANS-1266,210.49278450751228,2025-01-31 20:06:46.505678,Seattle
TRANS-1267,427.97581817174483,2025-02-22 01:41:46.505678,Austin
TRANS-1268,339.43371566888266,2025-02-04 20:14:46.505678,Seattle
TRANS-1269,86.70151576782598,2025-02-04 13:00:46.505678,Seattle
TRANS-1270,419.1172654373298,2025-02-06 01:38:46.505678,Seattle
TRANS-1271,16.258733464825916,2025-02-20 20:55:46.505678,San Francisco
TRANS-1272,344.45712201049224,2025-02-13 08:44:46.505678,New York
TRANS-1273,222.49612046296713,2025-02-07 08:06:46.505678,New York
TRANS-1274,465.77705771387286,2025-02-02 12:36:46.505678,Austin
TRANS-1275,65.66496559646555,2025-02-18 03:08:46.505678,New York
TRANS-1276,319.57694410480036,2025-02-10 11:38:46.505678,Seattle
TRANS-1277,131.1292956828365,2025-02-05 10:25:46.505678,Austin
TRANS-1278,39.36001202812977,2025-02-17 09:01:46.505678,Chicago
TRANS-1279,393.8353572966479,2025-02-10 11:41:46.505678,San Francisco
TRANS-1280,457.7811418005705,2025-01-28 16:23:46.505678,New York
TRANS-1281,11.954621774209308,2025-01-30 22:51:46.505678,Chicago
TRANS-1282,277.0760745514916,2025-02-11 00:59:46.505678,Seattle
TRANS-1283,351.459628963714,2025-01-28 18:29:46.505678,San Francisco
TRANS-1284,341.48850828618885,2025-02-17 02:41:46.505678,San Francisco
TRANS-1285,443.1726937040599,2025-02-17 20:32:46.505678,Seattle
TRANS-1286,91.87831069986817,2025-02-11 05:34:46.505678,Chicago
TRANS-1287,170.645631010442,2025-02-11 06:59:46.505678,New York
TRANS-1288,462.1067125530772,2025-02-18 10:37:46.505678,Austin
TRANS-1289,466.08837498846816,2025-02-06 03:17:46.505678,New York
TRANS-1290,319.03142072960225,2025-02-13 04:19:46.505678,Austin
TRANS-1291,34.716371252199096,2025-02-21 06:58:46.505678,Chicago
TRANS-1292,322.822260268243,2025-02-21 02:00:46.505678,New York
TRANS-1293,281.0226209936865,2025-02-11 17:07:46.505678,Seattle
TRANS-1294,50.572084956788565,2025-02-06 19:28:46.505678,San Francisco
TRANS-1295,299.2435212803195,2025-02-18 01:08:46.505678,Chicago
TRANS-1296,252.58198870237965,2025-02-25 02:31:46.505678,Seattle
TRANS-1297,182.84692428219324,2025-02-23 14:23:46.505678,New York
TRANS-1298,331.39704465731734,2025-02-15 20:18:46.505678,Chicago
TRANS-1299,323.4282421513297,2025-02-05 03:18:46.505678,Chicago
TRANS-1300,246.0485059058712,2025-02-12 07:59:46.505678,Austin
TRANS-1301,384.42804971325063,2025-02-10 10:57:46.505678,Austin
TRANS-1302,390.15798568258,2025-02-27 04:23:46.505678,New York
TRANS-1303,386.2262696519863,2025-01-28 18:57:46.505678,Austin
TRANS-1304,248.10352977636708,2025-02-27 02:53:46.505678,San Francisco
TRANS-1305,457.1894486887357,2025-02-03 18:16:46.505678,Austin
TRANS-1306,219.16808305886468,2025-02-05 14:47:46.505678,Austin
TRANS-1307,329.6844401067468,2025-01-31 10:30:46.505678,New York
TRANS-1308,273.42010051886086,2025-02-20 17:01:46.505678,Chicago
TRANS-1309,215.92112558500813,2025-02-02 20:52:46.505678,Chicago
TRANS-1310,61.50271210075722,2025-02-08 00:59:46.505678,Chicago
TRANS-1311,251.7685849844177,2025-02-09 02:19:46.505678,San Francisco
TRANS-1312,67.6529799388255,2025-02-19 04:10:46.505678,Austin
TRANS-1313,133.43331308264214,2025-02-25 11:22:46.505678,Seattle
TRANS-1314,230.82121260629762,2025-02-16 19:59:46.505678,Chicago
TRANS-1315,438.10524981301364,2025-02-17 22:31:46.505678,New York
TRANS-1316,138.44982848205777,2025-02-01 16:49:46.505678,Austin
TRANS-1317,409.6979578084764,2025-02-13 08:35:46.505678,Austin
TRANS-1318,346.53880264962976,2025-02-06 07:43:46.505678,Chicago
TRANS-1319,213.4254533119308,2025-01-31 03:03:46.505678,Chicago
TRANS-1320,381.4946920484975,2025-02-03 17:21:46.505678,Austin
TRANS-1321,209.51133582382312,2025-02-24 05:44:46.505678,Seattle
TRANS-1322,55.92795410064252,2025-02-21 23:39:46.505678,Seattle
TRANS-1323,273.2282087489272,2025-02-23 06:18:46.505678,Chicago
TRANS-1324,75.90800544492745,2025-02-20 09:58:46.505678,New York
TRANS-1325,385.2365900329261,2025-02-21 17:09:46.505678,Austin
TRANS-1326,379.80292481562304,2025-02-24 19:58:46.505678,New York
TRANS-1327,313.39846244428855,2025-02-16 06:17:46.505678,Chicago
TRANS-1328,142.00045784177505,2025-02-06 03:04:46.505678,Seattle
TRANS-1329,321.8867486920405,2025-02-05 17:10:46.505678,San Francisco
TRANS-1330,461.53968348843796,2025-02-24 01:01:46.505678,Seattle
TRANS-1331,50.75916604076914,2025-02-17 04:21:46.505678,Chicago
TRANS-1332,112.10676835093524,2025-02-14 02:24:46.505678,San Francisco
TRANS-1333,209.4136375432128,2025-02-05 04:16:46.505678,Chicago
TRANS-1334,186.23092203592734,2025-02-10 04:29:46.505678,Chicago
TRANS-1335,230.6599358583025,2025-02-01 15:23:46.505678,New York
TRANS-1336,132.73090243055844,2025-01-31 21:16:46.505678,Austin
TRANS-1337,107.99781779836204,2025-02-23 01:35:46.505678,Austin
TRANS-1338,445.0417310406023,2025-02-12 12:20:46.505678,Austin
TRANS-1339,190.2636587126528,2025-02-25 00:04:46.505678,New York
TRANS-1340,270.4415190885694,2025-02-02 08:24:46.505678,Austin
TRANS-1341,390.8365244647561,2025-02-06 23:02:46.505678,San Francisco
TRANS-1342,143.77139833671242,2025-02-10 04:17:46.505678,San Francisco
TRANS-1343,412.220311612381,2025-02-09 21:44:46.505678,Austin
TRANS-1344,137.46162428794912,2025-02-24 10:42:46.505678,New York
TRANS-1345,155.3948011531967,2025-02-07 20:01:46.505678,Chicago
TRANS-1346,62.56654888970074,2025-02-05 09:21:46.505678,San Francisco
TRANS-1347,323.9002109635929,2025-02-07 03:18:46.505678,Seattle
TRANS-1348,153.71190288457385,2025-02-04 03:57:46.505678,Austin
TRANS-1349,170.4373351944386,2025-02-02 15:25:46.505678,San Francisco
TRANS-1350,123.62956376594921,2025-02-06 23:02:46.505678,Chicago
TRANS-1351,174.2824011555527,2025-02-15 17:09:46.505678,Seattle
TRANS-1352,330.6238688689916,2025-02-05 20:47:46.505678,Austin
TRANS-1353,436.47643368172965,2025-02-08 03:06:46.505678,Seattle
TRANS-1354,225.6535877457867,2025-01-28 18:57:46.505678,New York
TRANS-1355,178.54398730169297,2025-02-07 02:45:46.505678,Seattle
TRANS-1356,130.47029106750003,2025-02-17 18:42:46.505678,New York
TRANS-1357,391.5747952802457,2025-02-16 06:07:46.505678,Austin
TRANS-1358,58.15047656371746,2025-02-21 06:17:46.505678,Chicago
TRANS-1359,316.15537812727575,2025-02-14 02:28:46.505678,New York
TRANS-1360,314.09927993667895,2025-02-16 08:52:46.505678,New York
TRANS-1361,226.94704632686933,2025-02-02 13:14:46.505678,Seattle
TRANS-1362,45.121258100877185,2025-02-11 00:22:46.505678,New York
TRANS-1363,482.8122948158983,2025-02-25 06:17:46.505678,Austin
TRANS-1364,470.14862365271443,2025-02-20 03:09:46.505678,San Francisco
TRANS-1365,394.0274652522561,2025-02-15 14:33:46.505678,San Francisco
TRANS-1366,347.0104147279329,2025-02-01 00:46:46.505678,Chicago
TRANS-1367,189.04426055839733,2025-02-09 14:33:46.505678,Chicago
TRANS-1368,343.55354022060123,2025-02-11 17:24:46.505678,New York
TRANS-1369,231.4672843880571,2025-01-31 01:13:46.505678,New York
TRANS-1370,400.51384573148806,2025-02-11 00:11:46.505678,San Francisco
TRANS-1371,303.06680193121207,2025-02-05 18:53:46.505678,Austin
TRANS-1372,488.39759681296397,2025-02-11 19:38:46.505678,Austin
TRANS-1373,285.68131340339215,2025-02-22 09:13:46.505678,Seattle
TRANS-1374,218.7207405074469,2025-02-19 21:51:46.505678,Chicago
TRANS-1375,471.35338981837015,2025-02-03 01:37:46.505678,San Francisco
TRANS-1376,54.35327777564616,2025-02-21 02:14:46.505678,Chicago
TRANS-1377,224.57967250644464,2025-02-12 04:14:46.505678,San Francisco
TRANS-1378,197.97931792553018,2025-02-09 08:20:46.505678,Seattle
TRANS-1379,457.89499865791566,2025-02-01 01:19:46.505678,New York
TRANS-1380,415.2034412099533,2025-02-22 05:49:46.505678,San Francisco
TRANS-1381,327.07599645516945,2025-02-25 20:11:46.505678,Austin
